"PCT" "MEAN" "SD" "MEDIAN" "Q1" "Q3" "IQR"
0.616 342.592 18.7908656701237 342 330 356 26
0.617 344.592 18.655872468946 345 331 357 26
0.618 342.983 17.8562469896828 343 331 354.25 23.25
0.619 344.322 18.3245219338488 344 332 356 24
0.62 342.48 18.3007791779071 343 331 354 23
0.621 341.16 17.8597135858717 342 328 353 25
0.622 341.577 17.8517437735297 342 329 354 25
0.623 338.559 17.2882446304534 338 327 350 23
0.624 340.499 18.6403181426836 340.5 328 353 25
0.625 335.868 17.8929800406398 335.5 323 347 24
0.626 336.788 18.1828400331651 336 324.75 350 25.25
0.627 338.326 17.9148169029065 338 326 351 25
0.628 335.363 18.1269362225616 334 323 348 25
0.629 336.391 18.0837258367887 336 324.75 349 24.25
0.63 332.85 17.8858996252748 332 321 345 24
0.631 327.276 17.8487086479779 328 315 339 24
0.632 331.376 17.8078562366093 332 319.75 344 24.25
0.633 327.491 17.5928800492821 327 314.75 339 24.25
0.634 328.057 17.2219728064861 328.5 316 340 24
0.635 325.154 17.9905515186151 325 312 338 26
0.636 330.523 18.2520302324867 331 319 342 23
0.637 323.233 17.7452981549087 323.5 311 334 23
0.638 316.596 16.8993601172462 316 305 328 23
0.639 319.773 18.0273807708568 319 308 332 24
0.64 318.942 17.8462075277389 319 307 330.25 23.25
0.641 312.846 17.1705886070662 313 301 324 23
0.642 319.077 17.6660454024142 320 307 331 24
0.643 313.862 17.9385268834079 313 302 326 24
0.644 313.001 17.7904890461308 313 301 325 24
0.645 309.281 17.2813391750664 309 298 321 23
0.646 311.819 17.593913287975 311 300 324 24
0.647 305.566 17.1759907620684 305 294 317 23
0.648 304.958 17.3760226220549 305 293 317 24
0.649 305.889 17.0645209975808 305 294 317 23
0.65 302.864 16.7246290606763 303 291 314 23
0.651 301.013 17.0842237664373 300 290 312 22
0.652 301.045 16.710542098245 301 290.75 312 21.25
0.653 298.039 16.4234347262748 298 288 308 20
0.654 292.803 16.7900594727088 292 281 304 23
0.655 290.768 16.7103983619007 291 280 302 22
0.656 292.215 16.8148599314569 293 281 303 22
0.657 291.669 16.7906332329774 292 280 303 23
0.658 282.617 17.1089750724007 282 271 294 23
0.659 286.807 16.9475948727827 287 276 298.25 22.25
0.66 280.552 16.0864561066156 280.5 270 291 21
0.661 280.384 16.6643404983289 280 268.75 292 23.25
0.662 279.934 16.704750602529 280 268 292 24
0.663 274.369 16.3911411594345 274 264 285 21
0.664 273.802 16.7580317348914 274 262 285 23
0.665 265.796 16.0373183412807 266 254 277 23
0.666 231.024 15.2336958578504 231 221 241 20
0.667 319.294 17.9297250129231 320 307 331 24
0.668 251.793 15.9097854250858 251 241.75 262 20.25
0.669 263.371 16.0320424583203 264 253 274 21
0.67 258.285 16.3142860993343 258 247 269 22
0.671 258.372 16.1356740167858 259 247 269 22
0.672 254.181 16.0079509461234 254 243 265 22
0.673 254.19 15.1869201137868 254.5 244 264 20
0.674 249.112 15.3579726306347 249 239 260 21
0.675 251.654 15.5687722916957 251 242 262 20
0.676 247.678 15.461027112044 248 237 258 21
0.677 245.259 15.0856718941019 245 236 255 19
0.678 241.645 14.9807007979065 241 232 252 20
0.679 244.833 15.0561548477292 245 235 255 20
0.68 238.547 15.7131376145471 239 227 250 23
0.681 240.407 15.7924270380379 241 229.75 251 21.25
0.682 238.372 15.1307155995529 238 228 249 21
0.683 235.433 14.7723299696674 235 225 245.25 20.25
0.684 233.147 15.3037117914117 233 223 244 21
0.685 235.096 15.2759332984318 234 225 245 20
0.686 233.636 14.8705291310241 234 223 243.25 20.25
0.687 246.757 15.1982544372023 246 237 256 19
0.688 216.129 14.3028294379095 216 206 226 20
0.689 231.225 14.9894315455276 231 221 241 20
0.69 227.861 14.5709296543148 228 219 238 19
0.691 227.155 14.6216540708556 227 217 237 20
0.692 227.43 15.6409635169877 227 217 238 21
0.693 223.758 14.6262559584934 224 214 233 19
0.694 226.479 15.2267334780777 226 217 237 20
0.695 222.278 14.8039816898655 223 212 232 20
0.696 225.791 15.04844758687 225 216 236 20
0.697 219.772 15.2112260320264 220 209 230 21
0.698 219.342 14.2916509643668 219 210 229 19
0.699 221.098 14.8596502383201 220 210 231 21
0.7 220.8 14.3650393091824 221 211 230 19
0.701 219.632 14.8357229238981 219 210 230 20
0.702 216.053 14.9864867726157 216 206 225 19
0.703 215.864 15.2837527164338 216 206 226 20
0.704 212.177 14.0816889954638 212 203 222 19
0.705 214.766 14.9117270496614 214 205 225 20
0.706 210.307 14.9964544024461 210 200 220 20
0.707 211.901 14.2986590507869 212 202 222 20
0.708 210.973 13.805247402921 211 202 220 18
0.709 207.355 14.7189545356531 207 198 217 19
0.71 203.459 14.225494145501 203 194 212 18
0.711 207.222 14.5513730781139 207 197 217 20
0.712 206.016 14.016854719095 206 196 215 19
0.713 196.554 13.7357108936434 197 187.75 206 18.25
0.714 212.816 14.0694026913758 213 203 222 19
0.715 186.649 13.707285970924 186 178 195 17
0.716 194.481 14.0656845721238 195 185 204 19
0.717 194.213 13.5562311282451 194 185 203 18
0.718 196.823 13.94238362193 197 187 206 19
0.719 187.769 13.417886520562 187 179 196 17
0.72 192.269 13.4752447555219 192 183 202 19
0.721 185.648 13.3987918717929 185 177 194 17
0.722 187.09 13.4310197785683 187 178 196 18
0.723 185.789 13.7676442075987 185 177 195 18
0.724 184.3 13.8915432898931 184 175 193 18
0.725 185.429 13.4106227970145 185 176 193 17
0.726 182.001 13.3593214824133 182 173 191 18
0.727 180.026 12.9788201996088 180 171 189 18
0.728 173.064 13.1252495662435 173 164 182 18
0.729 174.735 13.7303786655102 175 165 184 19
0.73 176.976 12.4414715453685 177 169 185 16
0.731 176.458 12.9821713427598 177 168 185 17
0.732 174.51 12.4778843398069 174 166 182 16
0.733 177.27 12.7325259558823 177 169 186 17
0.734 164.869 12.8206164909183 165 156 173 17
0.735 170.691 12.8059951785292 171 162 179 17
0.736 169.019 12.7268460983706 169 160 178 18
0.737 170.216 13.3503399048704 170 161 180 19
0.738 161.007 12.4922779351089 160 153 170 17
0.739 164.201 12.6462059735529 164 156 172 16
0.74 162.752 12.8484075891753 163 154 171 17
0.741 164.44 12.9763934429712 164 156 173 17
0.742 161.803 12.1615004457959 161.5 153 170 17
0.743 160.781 12.8566065247145 160 152 170 18
0.744 161.093 11.9334302594752 161 153 169 16
0.745 158.9 12.2717804982242 158.5 150 167 17
0.746 158.915 12.0204936365886 159 151 167 16
0.747 157.241 12.0997240597595 157 149 166 17
0.748 156.451 12.645928930629 156 148 165 17
0.749 143.559 11.6024625031127 144 136 151 15
0.75 181.736 13.3279382478288 181 172 191 19
0.751 138.265 11.6388245642435 138 131 146 15
0.752 155.307 11.6289287117508 155 147 162.25 15.25
0.753 152.951 11.5080421459966 152 145 161 16
0.754 151.715 12.1813858473148 152 144 160 16
0.755 146.663 11.4069956846906 146 139 154 15
0.756 153.165 12.4212746150732 153 145 161 16
0.757 146.49 12.0495265919907 146 139 155 16
0.758 147.599 11.759101814147 147 140 156 16
0.759 148.559 12.238149014099 148.5 140 157 17
0.76 143.048 11.7669093714601 143 135 151 16
0.761 142.696 11.4691379416731 143 135 151 16
0.762 146.934 11.8714183893322 146 139 155 16
0.763 137.992 11.3852342777634 138 130 146 16
0.764 140.914 11.6075552697086 141 133 149 16
0.765 140.991 11.5258737093881 140 133 149 16
0.766 137.071 11.5875895349823 137 129 145 16
0.767 138.633 11.4231694288319 139 131 146 15
0.768 135.311 11.6914057310474 135 127 143 16
0.769 136.848 11.2035000965955 137 129 145 16
0.77 136.824 11.2668525314733 137 129 144 15
0.771 131.31 11.9103213959891 131 123 138 15
0.772 129.05 11.3746596820689 129 121 137 16
0.773 130.456 10.9946781192969 130 123 137 14
0.774 130.203 11.0984217781613 130 123 138 15
0.775 132.469 11.2455992504847 132 125 140 15
0.776 131.847 11.135959797009 132 124 140 16
0.777 126.321 10.9058193592181 126 119 134 15
0.778 134.522 11.3470821038835 135 127 142.25 15.25
0.779 124.661 11.3605079173486 125 116 132 16
0.78 129.384 11.2448650943882 129 122 137 15
0.781 123.895 10.8272436106427 124 117 131 14
0.782 129.696 10.9631096762631 130 122 137 15
0.783 123.274 10.8839047856632 124 116 131 15
0.784 129.432 10.8183368598141 129 122 137 15
0.785 122.369 11.2167131394921 122 115 129 14
0.786 126.882 10.78714227395 126 120 134 14
0.787 135.962 11.5409596546279 135 128 144 16
0.788 122.806 11.0819300292491 123 115 131 16
0.789 130.816 11.0020538623109 131 124 138 14
0.79 120.602 10.994929944501 120 112.75 128 15.25
0.791 124.182 11.2720865830571 124 116 132 16
0.792 131.618 10.7879774034087 132 124 139 15
0.793 124.716 11.0409803571625 124 118 132 14
0.794 128.654 11.0656555491635 129 121 136 15
0.795 132.578 11.1335471379014 132 125 140 15
0.796 124.629 10.8287867105056 124.5 117 132 15
0.797 131.201 11.1530708771168 132 123 138 15
0.798 131.191 11.1491175355641 131 123 139 16
0.799 122.307 11.1063991960988 122 114 130 16
0.8 145.878 12.0416825285389 146 138 154 16
0.801 120.95 10.6112250988327 121 114 128 14
0.802 129.148 11.1130371904172 129 122 137 15
0.803 129.442 11.1992883729307 129 122 136 14
0.804 131.795 11.2265315218018 131 124 140 16
0.805 127.943 10.9389858950641 128 120.75 135 14.25
0.806 136.131 11.3365054296002 136 128 144 16
0.807 127.454 10.976081193138 127 120 135 15
0.808 127.15 10.7407105380819 127 120 135 15
0.809 128.568 11.087845431657 128 121 136 15
0.81 139.145 11.281189664226 139 132 147 15
0.811 128.2 11.0882347084172 128 121 135 14
0.812 141.935 11.5165709482643 142 134 149 15
0.813 116.329 10.353161205494 115.5 109 124 15
0.814 124.819 10.9326923839813 125 118 132 14
0.815 130.145 11.0917537838703 130 123 138 15
0.816 127.201 10.7592918615196 127 120 134 14
0.817 128.273 11.295754293763 127.5 121 136 15
0.818 127.789 10.7816846421941 127 120 135.25 15.25
0.819 128.295 11.275775721347 128 120 136 16
0.82 122.966 11.1260340028526 123 116 131 15
0.821 132.693 11.2109069854065 133 125 141 16
0.822 121.276 10.8454344056588 121 114 129 15
0.823 115.815 9.97247337550847 116 109 122 13
0.824 134.902 11.2014225823271 135 127 143 16
0.825 126.02 11.0057587983168 126 118 133 15
0.826 121.728 10.4245233313896 121 115 129 14
0.827 124.193 11.2280817961405 124 116 132 16
0.828 121.745 11.0442723142338 122 114 130 16
0.829 120.587 10.6693141890782 121 113 127 14
0.83 123.827 10.7647085399443 124 116 130.25 14.25
0.831 128.697 11.383530901077 129 121 136 15
0.832 118.361 10.5770767962398 118 111 125 14
0.833 144.752 11.556991825733 145 137 153 16
0.834 100.605 10.1889543030573 100 94 107.25 13.25
0.835 121.436 10.5082980700173 121 115 128 13
0.836 119.952 10.81150242032 120 113 127 14
0.837 124.25 10.3640201134942 124 117 131 14
0.838 118.553 10.8401429741355 119 111 127 16
0.839 119.335 11.0051755501168 119 112 126 14
0.84 128.459 11.0806633420613 128 121 136 15
0.841 119.797 10.5958512193718 119 113 127 14
0.842 124.192 10.9587969791958 124 117 132 15
0.843 123.579 10.9973042014714 124 117 131 14
0.844 121.192 10.3157913681671 121 114 128 14
0.845 125.983 11.1546015677897 126 118 134 16
0.846 124.359 10.4243362275871 124 117 132 15
0.847 126.077 10.7742821643094 126 118 133 15
0.848 126.963 10.769104169085 127 120 135 15
0.849 123.259 11.0781155276357 123 116 131 15
0.85 127.588 10.6743710914601 128 120 135 15
0.851 122.658 10.8530560131617 123 115 130 15
0.852 127.543 10.8933381392398 127 120 135 15
0.853 126.356 10.9320983701563 126 119 134 15
0.854 122.898 10.7646399602343 122 116 131 15
0.855 130.232 10.9358021090256 130 123 137 14
0.856 121.307 11.1273792767915 121 114 129 15
0.857 134.71 11.2001492554047 134 127 142 15
0.858 117.957 10.881707704334 118.5 111 125 14
0.859 121.273 10.7701656193147 121 114 129 15
0.86 125.767 10.9308826356884 126 118 133 15
0.861 118.708 10.7269661975697 119 111 126 15
0.862 127.717 11.0130012801778 128 121 135 14
0.863 121.317 11.0295131878593 121 114 128 14
0.864 122.537 10.9212593094801 122 115 130 15
0.865 119.625 11.1087253444659 119 112 127 15
0.866 115.413 10.57687578169 115 108 122 14
0.867 127.528 11.4306550939076 127 120 135 15
0.868 120.687 10.5896729020387 120.5 114 128 14
0.869 113.172 10.2918578662134 113 106 120 14
0.87 121.539 11.0220671820201 121 114 128.25 14.25
0.871 119.889 10.6271169474423 119 113 127 14
0.872 121.791 10.8008322353871 122 115 129 14
0.873 118.661 10.199220710579 118 112 125.25 13.25
0.874 114.059 10.2417973722103 114 107 121 14
0.875 122.972 11.1254209354519 123 115 130 15
0.876 115.457 10.356901873457 115 109 122 13
0.877 115.604 10.1936791736397 116 108 123 15
0.878 115.067 10.3663866883776 115 109 122 13
0.879 116.679 10.3333797829044 116 109 123 14
0.88 119.994 11.1304020524799 120 112 127 15
0.881 116.45 10.4665681600537 117 109 124 15
0.882 121.107 10.6095293539871 121 114 128 14
0.883 114.871 10.5752633629236 115 108 122 14
0.884 112.542 10.5788538201522 112 105 119 14
0.885 118.608 10.6643360817289 119 111 125 14
0.886 118.419 10.1680296925131 119 111 125 14
0.887 120.686 11.0439745279212 121 113 128 15
0.888 113.737 10.3939340417796 113 107 121 14
0.889 119.502 10.6179440918069 119 112 127 15
0.89 119.946 10.3751012875406 120 113 127 14
0.891 120.931 10.37062142732 121 114 128 14
0.892 119.451 10.4152809408617 119 112 126 14
0.893 128.324 11.0703919342351 128 121 136 15
0.894 121.217 10.5423456617611 121.5 114 129 15
0.895 128.031 10.7532167592154 128 120 135 15
0.896 125.335 10.8070146926229 125 119 132.25 13.25
0.897 133.91 11.0236754951069 134 127 141 14
0.898 125.303 11.241955905116 125 117 133 16
0.899 128.806 11.351088547413 128.5 121 136 15
0.9 137.764 11.6510966029834 138 130 146 16
0.901 128.099 10.8469745024065 128 121 135 14
0.902 130.072 11.195899435247 130 123 137 14
0.903 134.224 10.7967770373568 134 126 142 16
0.904 136.113 11.1535928576237 136 128 143 15
0.905 132.852 11.4121134034118 133 125 140 15
0.906 137.161 11.6106798632503 137 129 146 17
0.907 138.609 11.1312183979573 138 131 146 15
0.908 132.257 10.9040290190759 132 125 140 15
0.909 137.293 10.9441731494858 138 129 144 15
0.91 139.379 11.8864059179235 139 131 147 16
0.911 134.854 10.7063209978643 135 128 142 14
0.912 142.174 11.3880380843854 142 134 150 16
0.913 132.209 11.3846796147248 132 124 140 16
0.914 140.253 11.5354261757881 139.5 133 148 15
0.915 140.999 11.4519931517246 141 133 149 16
0.916 130.36 10.8066268179846 130 123 137 14
0.917 145.663 11.7596649918576 145.5 138 153 15
0.918 140.192 11.5237117254786 140 132 148 16
0.919 137.054 11.1732683636403 136 129 144 15
0.92 143.972 11.3789585066779 144 136 152 16
0.921 142.162 11.5490751637149 142 134 150 16
0.922 140.439 11.4300010465408 140 133 148 15
0.923 141.15 11.9011401612256 141 133 149 16
0.924 141.639 11.8303269454244 142 134 149.25 15.25
0.925 141.905 11.4324396204693 142 134 149 15
0.926 145.236 11.9272193977709 145 137 153 16
0.927 140.135 11.1926784574136 140 132 148 16
0.928 133.601 11.6697035515467 133 126 141 15
0.929 157.454 11.9927357058225 157 149 166 17
0.93 142.597 11.319661025213 142 135 151 16
0.931 142.785 11.4699753851233 143 135 150 15
0.932 147.492 11.6840255242982 148 139 155 16
0.933 145.93 11.8716484127536 146 138 154 16
0.934 145.1 11.5632049064136 145 137 153 16
0.935 147.073 11.616480259253 147 139 155 16
0.936 137.469 11.4852492332535 138 130 145 15
0.937 166.527 12.8758323248658 166 157 176 19
0.938 131.865 11.1167602005871 132 124 139 15
0.939 144.792 11.979994000677 145 137 153 16
0.94 147.665 11.6365882106907 147 140 156 16
0.941 149.015 12.0400888177263 149 141 157 16
0.942 146.729 11.8483730082633 146 139 154 15
0.943 145.384 11.6216869518847 145 138 153 15
0.944 152.835 11.7890948659241 153 145 161 16
0.945 140.705 11.592254110196 141 133 148 15
0.946 149.747 11.7512161958702 149 142 157 15
0.947 152.3 11.4914774530542 152.5 145 160 15
0.948 150.105 11.7698982793185 150 142 158 16
0.949 153.8 11.7986103930593 153 146 161 15
0.95 154.26 11.6518739336712 154 146 162 16
0.951 148.017 11.2970941102274 147 141 155 14
0.952 159.366 12.1014250602352 159 151 167 16
0.953 150.282 12.2223509138734 150 142 159 17
0.954 136.064 11.7046530449605 136 129 143 14
0.955 161.418 12.5230228819603 162 153 170 17
0.956 141.963 12.1263630029651 141 134 150 16
0.957 158.433 11.9720859436375 158 150 166 16
0.958 150.418 11.8643178496717 151 143 158 15
0.959 146.705 11.2803910491712 146 139 154 15
0.96 148.97 11.7221375400781 149 142 157 15
0.961 144.884 11.3712730092039 145 137 152 15
0.962 159.798 12.4621226322204 159 151 168.25 17.25
0.963 139.681 11.3066829830893 139 132 147 15
0.964 146.957 11.4119842439597 147 139 155 16
0.965 139.851 11.3907219941296 140 132 147 15
0.966 148.913 11.3920678636589 149 141 156 15
0.967 142.719 11.3797864012704 142 135 150 15
0.968 141.731 11.0229825884443 141 134 149 15
0.969 145.581 11.678005600907 145 138 153.25 15.25
0.97 139.167 11.0185534222746 139.5 132 146 14
0.971 148.097 11.0966989563441 148 141 155 14
0.972 140.052 11.1948479498661 140 132 148 16
0.973 137.562 11.3309552353959 137 130 146 16
0.974 142.882 11.1973861886361 142 136 151 15
0.975 135.694 11.4160715962493 136 127 143 16
0.976 141.076 11.7263690770729 141 133 149 16
0.977 142.285 11.3604064114729 142 135 150 15
0.978 139.369 11.2875261792497 139 132 147 15
0.979 135.51 11.1369624194361 136 128 143 15
0.98 144.463 11.0408573730273 144 137 152 15
0.981 144.297 11.4146872969033 144 136 151.25 15.25
0.982 130.625 10.6819698314253 130 123.75 138 14.25
0.983 137.358 10.9733427108721 137 130 145 15
0.984 133.129 10.5558412637167 133 126 140 14
0.985 128.062 10.6051225652806 129 121 135 14
0.986 138.503 11.171875482738 138 131 146 15
0.987 133.412 10.826979240743 133 126 140 14
0.988 126.557 10.6371001169914 127 119 133 14
0.989 128.128 10.2063600654585 128 121 135 14
0.99 136.252 10.6128756295892 136 129 144 15
0.991 127.315 10.2184241050757 127 120 134 14
0.992 122.377 10.0139477804785 123 116 129 13
0.993 115.467 9.89367453455974 115 109 122 13
0.994 112.265 9.92003942442681 112 105 119 14
0.995 107.074 9.02585120584147 107 100 113 13
0.996 97.394 9.10679404058847 97 91 103 12
0.997 86.933 8.65583239408172 86.5 81 93 12
0.998 68.89 7.01035270475352 69 64 74 10
0.999 51.512 5.81426363881633 52 47 55 8
1 2826.945 15.3072625667455 2827 2817 2837 20
